"","company_name","ticker","dates","return_val"
"1","Alaris Royalty Corp.","AD","2018-12-31",0.0328266563692606
"2","Alaris Royalty Corp.","AD","2018-12-28",0.00781146291374133
"3","Alaris Royalty Corp.","AD","2018-12-27",0.00182586868645711
"4","Alaris Royalty Corp.","AD","2018-12-24",-0.00964447734563329
"5","Alaris Royalty Corp.","AD","2018-12-21",-0.0107333451007048
"6","Alaris Royalty Corp.","AD","2018-12-20",0.000596699901042885
"7","Alaris Royalty Corp.","AD","2018-12-19",-0.0141177242466334
"8","Alaris Royalty Corp.","AD","2018-12-18",0.0113029119241358
"9","Alaris Royalty Corp.","AD","2018-12-17",-0.0486701429699427
"10","Alaris Royalty Corp.","AD","2018-12-14",-0.0259095330687549
"11","Alaris Royalty Corp.","AD","2018-12-13",-0.00274884094440003
"12","Alaris Royalty Corp.","AD","2018-12-12",0.00943399310892445
"13","Alaris Royalty Corp.","AD","2018-12-11",-0.00331853229909819
"14","Alaris Royalty Corp.","AD","2018-12-10",-0.0221742486464511
"15","Alaris Royalty Corp.","AD","2018-12-07",-0.00108046180632284
"16","Alaris Royalty Corp.","AD","2018-12-06",0.0131362494665865
"17","Alaris Royalty Corp.","AD","2018-12-05",0.00716658573939161
"18","Alaris Royalty Corp.","AD","2018-12-04",-0.0252553426852273
"19","Alaris Royalty Corp.","AD","2018-12-03",-0.00321366150821356
"20","Alaris Royalty Corp.","AD","2018-11-30",0.00646901096120928
"21","Alaris Royalty Corp.","AD","2018-11-29",-0.00496194532362676
"22","Alaris Royalty Corp.","AD","2018-11-28",0.0369962822506072
"23","Alaris Royalty Corp.","AD","2018-11-27",-0.00165376241950708
"24","Alaris Royalty Corp.","AD","2018-11-26",-0.0242066169442905
"25","Alaris Royalty Corp.","AD","2018-11-23",-0.00161124023345672
"26","Alaris Royalty Corp.","AD","2018-11-22",0.0119566118104012
"27","Alaris Royalty Corp.","AD","2018-11-21",-0.0155163678090284
"28","Alaris Royalty Corp.","AD","2018-11-20",0.0741379555727439
"29","Alaris Royalty Corp.","AD","2018-11-19",-0.00628208424891294
"30","Alaris Royalty Corp.","AD","2018-11-16",0.00574374000755518
"31","Alaris Royalty Corp.","AD","2018-11-15",-0.0180482872544317
"32","Alaris Royalty Corp.","AD","2018-11-14",-0.0177286555437892
"33","Alaris Royalty Corp.","AD","2018-11-13",0.023823072814492
"34","Alaris Royalty Corp.","AD","2018-11-12",-0.020555609879227
"35","Alaris Royalty Corp.","AD","2018-11-09",-0.00221740935500466
"36","Alaris Royalty Corp.","AD","2018-11-08",-0.0109646952532717
"37","Alaris Royalty Corp.","AD","2018-11-07",-0.00109548691669863
"38","Alaris Royalty Corp.","AD","2018-11-06",-0.0678917021136893
"39","Alaris Royalty Corp.","AD","2018-11-05",0.0256543963489288
"40","Alaris Royalty Corp.","AD","2018-11-02",-0.00933613058279785
"41","Alaris Royalty Corp.","AD","2018-11-01",0.0020791096681285
"42","Alaris Royalty Corp.","AD","2018-10-31",0.00785742711314638
"43","Alaris Royalty Corp.","AD","2018-10-30",0.00659113966164891
"44","Alaris Royalty Corp.","AD","2018-10-29",-0.0118984979553197
"45","Alaris Royalty Corp.","AD","2018-10-26",0.00207341565805212
"46","Alaris Royalty Corp.","AD","2018-10-25",0.0010378104760725
"47","Alaris Royalty Corp.","AD","2018-10-24",-0.0369814110510212
"48","Alaris Royalty Corp.","AD","2018-10-23",-0.00744049566497618
"49","Alaris Royalty Corp.","AD","2018-10-22",0.0110330553374897
"50","Alaris Royalty Corp.","AD","2018-10-19",0.00150690881353747
"51","Alaris Royalty Corp.","AD","2018-10-18",0.0137474173578113
"52","Alaris Royalty Corp.","AD","2018-10-17",0.000509520258719755
"53","Alaris Royalty Corp.","AD","2018-10-16",0.0134226298945734
"54","Alaris Royalty Corp.","AD","2018-10-15",0.00414725872534589
"55","Alaris Royalty Corp.","AD","2018-10-12",0.00364202754582953
"56","Alaris Royalty Corp.","AD","2018-10-11",-0.0168796518912473
"57","Alaris Royalty Corp.","AD","2018-10-10",-0.0101266614098718
"58","Alaris Royalty Corp.","AD","2018-10-09",-0.010025037927801
"59","Alaris Royalty Corp.","AD","2018-10-05",-0.0172413749337922
"60","Alaris Royalty Corp.","AD","2018-10-04",-0.0193236248373148
"61","Alaris Royalty Corp.","AD","2018-10-03",-0.00384998470232675
"62","Alaris Royalty Corp.","AD","2018-10-02",0.0126706394628915
"63","Alaris Royalty Corp.","AD","2018-10-01",0.0113356332418042
"64","Alaris Royalty Corp.","AD","2018-09-28",-0.00879329966032289
"65","Alaris Royalty Corp.","AD","2018-09-27",0.00466246755599764
"66","Alaris Royalty Corp.","AD","2018-09-26",-0.00869987884911785
"67","Alaris Royalty Corp.","AD","2018-09-25",-0.000965536193681342
"68","Alaris Royalty Corp.","AD","2018-09-24",0.00145053051341295
"69","Alaris Royalty Corp.","AD","2018-09-21",0.000483827756114322
"70","Alaris Royalty Corp.","AD","2018-09-20",0.00878479796756985
"71","Alaris Royalty Corp.","AD","2018-09-19",0.00293686591376015
"72","Alaris Royalty Corp.","AD","2018-09-18",0.0169237166058502
"73","Alaris Royalty Corp.","AD","2018-09-17",0.0192796248532758
"74","Alaris Royalty Corp.","AD","2018-09-14",0.0133675029081065
"75","Alaris Royalty Corp.","AD","2018-09-13",0.00309460155212685
"76","Alaris Royalty Corp.","AD","2018-09-12",0.00884472499735384
"77","Alaris Royalty Corp.","AD","2018-09-11",-0.0015581766902201
"78","Alaris Royalty Corp.","AD","2018-09-10",0.0110291691805279
"79","Alaris Royalty Corp.","AD","2018-09-07",-0.00781643120478782
"80","Alaris Royalty Corp.","AD","2018-09-06",0.00052130576330073
"81","Alaris Royalty Corp.","AD","2018-09-05",0.0317375458091115
"82","Alaris Royalty Corp.","AD","2018-09-04",-0.0148383910581625
